Benchmark,|Ld|,Processed,After F1,After F2,After F3,After F4,After F5,After F6,After F7,After F8,After F9,After F10,After F11,After F12,Selected Candidates,Candidates,Total Time [s]
AND3,16701685,500,240,240,128,93,93,18,18,18,17,8,8,1,,1,29.4293
