Benchmark,|Ld|,Processed,After F1,After F2,After F3,After F4,After F5,After F6,After F7,After F8,After F9,After F10,After F11,After F12,Selected,Candidates,Time [s]
CX,1072445,100000,94606,94606,90086,90086,70860,60908,60908,7585,858,203,203,0,,0,567.1707
