Benchmark,|Ld|,Processed,After F1,After F2,After F3,After F4,After F5,After F6,After F7,After F8,After F9,After F10,After F11,After F12,Selected Candidates,Candidates,Total Time [s]
XOR3,16701685,100000,85282,42816,40439,40261,29537,14656,4445,2253,979,633,633,2,,2,924.9536
